accreditation,category,duration,name,organization,reviews,score,subscription_type,subscription_value,weekly_study
False,Teaching,3 weeks,Improve Student Assessment with Microsoft Forms,Tablet Academy,,,€23.99/month,Unlimited subscription,4 hours
True,Business & Management,2 weeks,Innovation Management: Winning in the Age of Disruption,University of Leeds,30,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,4 weeks,How to Make a Short Film: An Introduction to Filmmaking,The British Film Institute (BFI),,,€23.99/month,Unlimited subscription,4 hours
False,Teaching,3 weeks,Introduction to Cybersecurity for Teachers,Raspberry Pi Foundation,128,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Psychology & Mental Health,3 weeks,Digital Wellbeing,University of York,106,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,1 week,Event Management for Conferences: the Basics,Learning Lounge,,,€44,Premium course,2 hours
False,Teaching,4 weeks,How Computers Work: Demystifying Computation,Raspberry Pi Foundation,86,4.6 ,€23.99/month,Unlimited subscription,2 hours
True,Business & Management,2 weeks,Digital Skills: Social Media,Accenture,1263,4.7 ,Free,Digital upgrade,1 hour
True,IT & Computer Science,2 weeks,Digital Skills: Digital Skills for Work and Life,Accenture,875,4.7 ,Free,Digital upgrade,1 hour
True,IT & Computer Science,3 weeks,Digital Skills: Mobile,Accenture,228,4.6 ,Free,Digital upgrade,2 hours
True,IT & Computer Science,3 weeks,Digital Skills: Artificial Intelligence,Accenture,1560,4.7 ,Free,Digital upgrade,2 hours
False,Healthcare & Medicine,5 weeks,Dental Radiography: Radiation Protection in Dental Practice,UK Health Security Agency,56,4.9 ,€94,Premium course,1 hour
True,Business & Management,2 weeks,Digital Skills: Digital Marketing,Accenture,2290,4.7 ,Free,Digital upgrade,2 hours
False,Psychology & Mental Health,5 weeks,Core Managers; Inclusive Workplaces (Creating a Psychological Contract),NHS Leadership Academy ,,,€23.99/month,Unlimited subscription,2 hours
False,Psychology & Mental Health,3 weeks,Self Care and Wellbeing: A Practical Guide for Health and Social Care,The University of Edinburgh,54,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,3 weeks,Robotics With Raspberry Pi: Build and Program Your First Robot Buggy,Raspberry Pi Foundation,20,4.7 ,€23.99/month,Unlimited subscription,2 hours
True,IT & Computer Science,3 weeks,Digital Skills: User Experience,Accenture,1125,4.7 ,Free,Digital upgrade,2 hours
False,Creative Arts & Media,8 weeks,Start Writing Fiction,The Open University,838,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,1 week,"Recruitment, Selection and Induction: The Basics",Learning Lounge,,,€44,Premium course,2 hours
False,Teaching,3 weeks,Programming 103: Saving and Structuring Data,Raspberry Pi Foundation,67,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Teaching,4 weeks,Object-oriented Programming in Python: Create Your Own Adventure Game,Raspberry Pi Foundation,140,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,4 weeks,Migrating to the AWS Cloud,AWS Training and Certification,,,€23.99/month,Unlimited subscription,4 hours
False,Healthcare & Medicine,3 weeks,Leading Well for Staff Health and Wellbeing in the NHS,The King's Fund,14,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,History,4 weeks,Irish 105: An Introduction to Irish Language and Culture,Dublin City University,36,4.9 ,€23.99/month,Unlimited subscription,4 hours
False,Teaching,4 weeks,Manage and Create Documents in Microsoft 365,Tablet Academy,,,€23.99/month,Unlimited subscription,3 hours
False,Psychology & Mental Health,3 weeks,Introduction to Nutritional Psychiatry: Nutri-Psyche,Deakin University,,,€519,Premium course,7 hours
False,Teaching,3 weeks,Introduction to Web Development,Raspberry Pi Foundation,154,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,6 weeks,"One Health: Connecting Humans, Animals and the Environment",University of Basel,32,4.7 ,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,1 week,How to Improve Your Negotiation Skills,BoxPlay,,,€54,Premium course,2 hours
False,Nature & Environment,5 weeks,Learning for a Sustainable Future,The University of Edinburgh,31,4.6 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,4 weeks,"Equality, Diversity, and Inclusion: Understanding Bias and Allyship in EDI",University of Lincoln,,,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,6 weeks,An Introduction to Nutrition and Healthy Living,"University of California, Riverside",5,3.4 ,€23.99/month,Unlimited subscription,2 hours
False,Language,4 weeks,Irish 202: Irish Language and Culture for Adults,Dublin City University,38,4.9 ,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,6 weeks,Designing Human-Centred AI Products and Services,Hanyang University,,,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,2 weeks,Basic First Aid for Animals and Pets,Learning Lounge,,,€44,Premium course,2 hours
False,Business & Management,3 weeks,Digital Copywriting Fundamentals,Chartered Institute of Marketing,,,€74,Premium course,3 hours
False,"Science, Engineering & Maths",3 weeks,An Introduction to Electronic Engineering,UK Electronic Skills Foundation,5,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Study Skills,2 weeks,Why Research Matters,Deakin University,10,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,4 weeks,Transforming Urban Mobility: Introduction to Transport Planning for Sustainable Cities,UCL (University College London) ,113,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,3 weeks,Clean Air for Urban Liveability,RMIT University,,,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",3 weeks,Biochemistry: the Molecules of Life,UEA (University of East Anglia),93,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,3 weeks,A Beginner’s Guide to Data Analytics,BoxPlay,,,€74,Premium course,3 hours
False,Study Skills,2 weeks,A Parent and Supporter’s Guide to University Entry,University of Reading,24,4.8 ,Free,Digital upgrade,2 hours
False,Study Skills,3 weeks,Your Essential Guide to University Life,University of Reading,25,4.7 ,Free,Digital upgrade,2 hours
False,Healthcare & Medicine,2 weeks,Rheumatoid Arthritis: Exercises for Hands,University of Exeter,43,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,3 weeks,Powerful Women and the Principles of Feminist Transformational Leadership,The University of the West Indies,,,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,3 weeks,"People, Power, and Politics: Influencing Political Decision-Makers on Human Rights",Amnesty International UK,8,4.5 ,€23.99/month,Unlimited subscription,1 hour
False,Healthcare & Medicine,3 weeks,A Practical Guide for SARS-CoV-2 Whole Genome Sequencing,Wellcome Connecting Science,22,4.6 ,Free,Digital upgrade,5 hours
False,Healthcare & Medicine,6 weeks,PDSAFE: Physiotherapy and Falls Prevention in Parkinson's,University of Exeter,16,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Leadership Development with Action Learning,University of Lincoln,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Leadership Decision Making,University of Lincoln,10,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,3 weeks,Object-Based Learning (OBL) in the Cultural Heritage Sector of Aotearoa New Zealand,Museum of New Zealand Te Papa Tongarewa,,,€23.99/month,Unlimited subscription,2 hours
False,Teaching,5 weeks,Key Ideas in Mentoring Mathematics Teachers,UCL (University College London) ,11,4.6 ,€23.99/month,Unlimited subscription,4 hours
False,Nature & Environment,3 weeks,Transport Policy for Clean Air,RMIT University,,,€23.99/month,Unlimited subscription,3 hours
False,Language,2 weeks,Let’s Learn Thai Language: Basic Conversation Skills,Universiti Malaya,,,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,4 weeks,Transgender Healthcare: Caring for Trans Patients,"St George's, University of London",15,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Study Skills,2 weeks,Listening Skills to Succeed at University,University of Leeds,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,Leadership Skills: How to Nurture and Develop Talent,University of Lincoln,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,1 week,Introduction to Business Intelligence and Data Analytics,BoxPlay,,,€79,Premium course,3 hours
False,Language,4 weeks,Intermediate Spanish: Leisure in Spanish-Speaking Countries,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Language,4 weeks,"Intermediate Spanish: Literature, Cinema and the Visual Arts",The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,2 weeks,How to Harness Followership for Leadership Success,University of Lincoln,,,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,3 weeks,Food and Mood: Improving Mental Health Through Diet and Nutrition,Deakin University,720,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Language,4 weeks,Intermediate Spanish: Heritage and Popular Culture,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Politics & Society,4 weeks,"Equality, Diversity, and Inclusion: Identity and Belonging Concepts in EDI",University of Lincoln,,,€23.99/month,Unlimited subscription,3 hours
True,Teaching,2 weeks,Blended Learning Essentials: Developing Digital Skills,University of Leeds,49,4.4 ,€36/month,Part of ExpertTrack,4 hours
True,Healthcare & Medicine,4 weeks,Improving Healthcare Through Clinical Research,University of Leeds,128,4.8 ,€23.99/month,Unlimited subscription,4 hours
True,Business & Management,4 weeks,Build a Growth Mindset & Career Success with Advice from Female Founders,AllBright,,,€23.99/month,Unlimited subscription,2 hours
False,Nature & Environment,2 weeks,A Nutritional Approach to Agriculture and Food Security,University of Leeds,20,4.6 ,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,6 weeks,Survive & Thrive as a Creative Freelancer: A Beginner's Guide,Kingston University,,,€23.99/month,Unlimited subscription,3 hours
False,Study Skills,2 weeks,A Digital Edge: Essentials for the Online Learner,Dublin City University,177,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Language,2 weeks,Understanding English Punctuation: Commonly used Punctuation Marks,Whitireia New Zealand,,,€14,Premium course,2 hours
True,Business & Management,4 weeks,Sisterhood Works: How to Build a More Meaningful Network,AllBright,,,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,1 week,"Introduction to Sport, Health, and Rehabilitation Sciences at University",University of Hull ,,,€23.99/month,Unlimited subscription,2 hours
False,Teaching,3 weeks,Infants & Toddlers care and education in an Aotearoa New Zealand context,Te Rito Maioha ECNZ,,,€14,Premium course,2 hours
False,Teaching,4 weeks,Introduction to HyFlex Learning and Teaching,University of Southern Queensland,,,€23.99/month,Unlimited subscription,3 hours
False,Language,3 weeks,How to Teach Writing Using Hybrid Learning Technology with Stylefit,Stylefit,,,€14,Premium course,2 hours
False,Healthcare & Medicine,4 weeks,Heart Health: A Beginner's Guide to Cardiovascular Disease,University of Reading,85,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,6 weeks,Functional Programming in Haskell: Supercharge Your Coding,The University of Glasgow,41,4.7 ,€23.99/month,Unlimited subscription,4 hours
True,"Science, Engineering & Maths",2 weeks,Discovering Science: Atmospheric Chemistry,University of Leeds,11,4.6 ,€23.99/month,Unlimited subscription,5 hours
False,Language,6 weeks,English Grammar: All You Need to Know,UCL (University College London) ,9,4.9 ,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,5 weeks,Designing Infrastructure Solutions with Microsoft Azure Architecture,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
True,Teaching,3 weeks,Data Representation in Computing: Bring Data to Life,Raspberry Pi Foundation,26,4.7 ,€23.99/month,Unlimited subscription,2 hours
True,Teaching,2 weeks,Creating an Inclusive Classroom: Approaches to Supporting Learners with SEND in Computing,Raspberry Pi Foundation,154,4.7 ,€23.99/month,Unlimited subscription,2 hours
True,Creative Arts & Media,5 weeks,"Creative Marketing for Behaviour Change, Sustainability and Social Good",University of Otago,,,€14,Premium course,3 hours
False,Creative Arts & Media,4 weeks,Compassion in Fashion: Sustainability and the Global Fur Trade,ACTAsia,,,€23.99/month,Unlimited subscription,3 hours
True,Nature & Environment,2 weeks,Climate Change and Resilience in Food Systems,University of Leeds,41,4.6 ,€23.99/month,Unlimited subscription,3 hours
True,Healthcare & Medicine,2 weeks,Causes of Human Disease: Understanding Causes of Disease,University of Leeds,39,4.6 ,€23.99/month,Unlimited subscription,4 hours
True,Healthcare & Medicine,2 weeks,Causes of Human Disease: Understanding Cardiovascular Disease,University of Leeds,58,4.7 ,€23.99/month,Unlimited subscription,4 hours
True,Healthcare & Medicine,2 weeks,Causes of Human Disease: Exploring Cancer and Genetic Disease,University of Leeds,46,4.7 ,€23.99/month,Unlimited subscription,4 hours
True,Teaching,5 weeks,Blended Learning Essentials: Getting Started,University of Leeds,66,4.5 ,€36/month,Part of ExpertTrack,4 hours
True,Healthcare & Medicine,2 weeks,Causes of Human Disease: Transmitting and Fighting Infection,University of Leeds,44,4.8 ,€23.99/month,Unlimited subscription,4 hours
True,Teaching,3 weeks,Blended Learning Essentials: Embedding Your Practice,University of Leeds,46,4.6 ,€36/month,Part of ExpertTrack,4 hours
False,History,3 weeks,British Germanophobia During WW1: 'The Enemy at Home',University of Hull ,22,3.4 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,2 weeks,Causes of Human Disease: Nutrition and Environment,University of Leeds,83,4.7 ,€23.99/month,Unlimited subscription,4 hours
True,Teaching,2 weeks,Introduction to Encryption and Cryptography,Raspberry Pi Foundation,74,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,3 weeks,Human Blood and Blood Functions,Universiti Malaya,8,3.9 ,€23.99/month,Unlimited subscription,2 hours
False,Teaching,5 weeks,How to Facilitate a Learner Centred Online Learning Environment,Wintec,,,€36/month,Part of ExpertTrack,3 hours
False,IT & Computer Science,6 weeks,Introduction to Data Engineering with Microsoft Azure 2,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Teaching,5 weeks,How to Create an Effective Online Learning Environment,Wintec,,,€36/month,Part of ExpertTrack,2 hours
False,Healthcare & Medicine,4 weeks,Glaucoma: A Public Health Approach to Preventing Blindness,London School of Hygiene & Tropical Medicine,23,4.9 ,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,2 weeks,How to Create Video for Online Courses,The University of Edinburgh,25,4.5 ,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,6 weeks,Introduction to Data Engineering with Microsoft Azure 1,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Healthcare & Medicine,4 weeks,"Food Technology, Health and Safety",Taipei Medical University,,,€23.99/month,Unlimited subscription,1 hour
True,Healthcare & Medicine,3 weeks,Food Safety and Nutrition: A Global Approach to Public Health,University of Leeds,16,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,4 weeks,Get Started Teaching Computing in Primary Schools: Preparing to teach 5 - 11 year olds,Raspberry Pi Foundation,30,4.6 ,€23.99/month,Unlimited subscription,2 hours
True,Healthcare & Medicine,3 weeks,Exploring Anatomy: the Human Abdomen,University of Leeds,69,4.8 ,€23.99/month,Unlimited subscription,4 hours
True,"Science, Engineering & Maths",2 weeks,Discovering Science: Science Writing,University of Leeds,46,4.7 ,€23.99/month,Unlimited subscription,5 hours
True,"Science, Engineering & Maths",2 weeks,Discovering Science: Medicinal Chemistry,University of Leeds,34,4.5 ,€23.99/month,Unlimited subscription,5 hours
True,"Science, Engineering & Maths",2 weeks,Discovering Science: Chemical Products,University of Leeds,20,4.6 ,€23.99/month,Unlimited subscription,5 hours
True,Teaching,3 weeks,Scratch to Python: Moving from Block- to Text-based Programming,Raspberry Pi Foundation,24,4.7 ,€23.99/month,Unlimited subscription,2 hours
True,"Science, Engineering & Maths",2 weeks,Discovering Science: Global Challenges,University of Leeds,5,4.0 ,€23.99/month,Unlimited subscription,5 hours
True,Teaching,4 weeks,Programming 102: Think Like a Computer Scientist,Raspberry Pi Foundation,92,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Nature & Environment,2 weeks,Renewable Energy: Achieving Sustainability through Bioenergy,University of Leeds,16,4.6 ,€23.99/month,Unlimited subscription,4 hours
True,Teaching,3 weeks,Programming Pedagogy in Secondary Schools: Inspiring Computing Teaching,Raspberry Pi Foundation,29,4.8 ,€23.99/month,Unlimited subscription,2 hours
True,Teaching,3 weeks,Networking with Python: Socket Programming for Communication,Raspberry Pi Foundation,27,4.7 ,€23.99/month,Unlimited subscription,2 hours
True,Healthcare & Medicine,2 weeks,MedTech: Trends and Product Design,University of Leeds,6,5.0 ,€23.99/month,Unlimited subscription,5 hours
True,Healthcare & Medicine,2 weeks,MedTech: Orthopaedic Implants and Regenerative Medicine,University of Leeds,22,4.5 ,€23.99/month,Unlimited subscription,5 hours
True,Healthcare & Medicine,2 weeks,MedTech: Exploring the Human Genome,University of Leeds,24,4.3 ,€23.99/month,Unlimited subscription,5 hours
True,IT & Computer Science,2 weeks,MedTech: AI and Medical Robots,University of Leeds,18,4.7 ,€23.99/month,Unlimited subscription,5 hours
True,Healthcare & Medicine,2 weeks,MedTech: Digital Health and Wearable Technology,University of Leeds,17,4.4 ,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,7 weeks,Advanced Agile with Scrum and Kanban,"University of California, Irvine",,,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,5 weeks,Introduction to Microsoft Azure AI Fundamentals,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,1 week,A Beginner’s Guide to VCS and Git,Packt,,,€79,Premium course,2 hours
False,IT & Computer Science,5 weeks,Introduction to Microsoft Azure Fundamentals,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
True,Business & Management,2 weeks,Introduction to Intercultural Studies: The Branding of Culture,University of Leeds,14,4.4 ,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,3 weeks,A Beginner's Guide to Kubernetes for Container Orchestration,Packt,,,€79,Premium course,2 hours
False,Business & Management,3 weeks,A Beginner’s Guide to Data Handling and Management in Excel,Packt,,,€74,Premium course,3 hours
False,Creative Arts & Media,2 weeks,Upcycling and the Circular Economy: Ghanaian Creative Solutions to Global Textile Waste,The Hopenclass,,,€23.99/month,Unlimited subscription,2 hours
False,Nature & Environment,7 weeks,Organising for the Sustainable Development Goals (SDGs),Hanken School of Economics,41,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Language,3 weeks,Conversational Chinese: Leisure Activities and Daily Life,National Yang Ming Chiao Tung University,,,€23.99/month,Unlimited subscription,1 hour
False,"Science, Engineering & Maths",6 weeks,Preparing for Further Study in Mathematics,Manchester Grammar School ,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,7 weeks,Principles of Wealth Management,Hanken School of Economics,158,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,Teaching,2 weeks,Know Your Learners: Visualising Learning in Education,Universiti Malaya,,,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,4 weeks,Using Creative Problem Solving,National Yang Ming Chiao Tung University,53,4.6 ,€23.99/month,Unlimited subscription,3 hours
True,Teaching,3 weeks,Teaching Physical Computing with Raspberry Pi and Python,Raspberry Pi Foundation,36,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,3 weeks,The Here and Now of Sustainable Fashion,Parsons School of Design,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,3 weeks,The Web of Sustainable Fashion: Relationships in the Fashion Industry,Parsons School of Design,,,€36/month,Part of ExpertTrack,4 hours
False,Teaching,3 weeks,Teaching Physical Computing to 5- to 11-year-olds,Raspberry Pi Foundation,6,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,4 weeks,Transitioning From Friend To Leader,University of Southern Queensland,130,4.9 ,€23.99/month,Unlimited subscription,1 hour
False,"Science, Engineering & Maths",2 weeks,The Basis of Life: Understanding Human Cells,Whitireia New Zealand,,,€14,Premium course,2 hours
False,Nature & Environment,4 weeks,Tackling Climate Change: Sustainable Business Models for a Circular Economy,The University of Glasgow,,,€23.99/month,Unlimited subscription,3 hours
False,Language,4 weeks,Learn Spanish 2: People and their interests,Universidad Pontificia Bolivariana,,,€23.99/month,Unlimited subscription,5 hours
True,Business & Management,3 weeks,Overcoming Imposter Syndrome: Identify the Patterns Undermining Your Confidence,University of Southern Queensland,351,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,7 weeks,Scaled Agile,"University of California, Irvine",,,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,3 weeks,Introduction to Automated Testing Solutions using Python and Selenium WebDriver,Packt,,,€79,Premium course,4 hours
False,Nature & Environment,3 weeks,Key Concepts of Sustainable Fashion,Parsons School of Design,,,€36/month,Part of ExpertTrack,4 hours
False,Language,4 weeks,"Learn Spanish 1: Basics, meeting people and describing places",Universidad Pontificia Bolivariana,,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,3 weeks,How to Buy Cloud - Strategies for Cloud Procurement,AWS Training and Certification,,,€23.99/month,Unlimited subscription,2 hours
False,Nature & Environment,5 weeks,Environmental Ethics,Adam Smith Center,,,€23.99/month,Unlimited subscription,3 hours
True,Business & Management,4 weeks,Effective Communication Skills for Professionals,University of Southern Queensland,15,4.7 ,€23.99/month,Unlimited subscription,3 hours
True,Nature & Environment,4 weeks,"Sustainable Development Goals: People, Place, and Environment",The University of Waikato,5,4.4 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,4 weeks,Smart Screening for Prostate Cancer,Universiti Malaya,,,€23.99/month,Unlimited subscription,2 hours
False,Nature & Environment,4 weeks,Communicating Climate Change for Effective Climate Action,The University of Glasgow,,,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,5 weeks,More Data Mining with Weka,The University of Waikato,11,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,Language,4 weeks,"Learn Spanish 4: Spanish Prepositions, Adverbs, and Tenses",Universidad Pontificia Bolivariana,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,4 weeks,Introduction to Tourism and Hospitality,Universidad de Palermo,,,€23.99/month,Unlimited subscription,3 hours
False,Language,4 weeks,Learn Spanish 3: Time and Direct Object Pronouns,Universidad Pontificia Bolivariana,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,4 weeks,Human Capital Management in Hospitality,Universidad de Palermo,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Event Management in Tourism and Hospitality,Universidad de Palermo,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,1 week,How to Develop Critical Thinking Skills,BoxPlay,,,€54,Premium course,2 hours
False,Business & Management,4 weeks,Hotel Revenue Management,Universidad de Palermo,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Hadoop Ecosystem Essentials,Packt,,,€79,Premium course,2 hours
True,IT & Computer Science,5 weeks,Data Mining with Weka,The University of Waikato,73,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,8 weeks,Aprendizaje a través del Juego con los LEGO® Braille Bricks,The LEGO Foundation,,,Free,Digital upgrade,3 hours
True,IT & Computer Science,2 weeks,Digital Skills: Web Analytics,Accenture,608,4.7 ,Free,Digital upgrade,2 hours
False,Creative Arts & Media,3 weeks,"Careers in Fashion: Retail Marketing, Merchandising, and Management",Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Politics & Society,2 weeks,"Biodiversity, Guardianship, and the Natural History of New Zealand: A Museum Perspective",Museum of New Zealand Te Papa Tongarewa,13,4.8 ,€23.99/month,Unlimited subscription,2 hours
True,IT & Computer Science,5 weeks,Advanced Data Mining with Weka,The University of Waikato,8,4.6 ,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,3 weeks,"Careers in Fashion: Design, Development, and Promotion",Bloomsbury Publishing,,,€74,Premium course,2 hours
False,Nature & Environment,3 weeks,Building a Sustainable Future with Technology,UAL Creative Computing Institute,,,€23.99/month,Unlimited subscription,4 hours
False,Psychology & Mental Health,3 weeks,Behavioural Economics: Employee and Customer Behaviour,FutureLearn,,,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,5 weeks,A Beginner’s Guide to Creating a VR Experience,VR Voom,,,€14,Premium course,2 hours
False,Psychology & Mental Health,6 weeks,Become a Trauma-Informed Mindfulness Practitioner,Bethlehem Tertiary Institute,11,4.6 ,€14,Premium course,2 hours
False,History,3 weeks,"New Zealand History, Culture and Conflict: A Museum Perspective",Museum of New Zealand Te Papa Tongarewa,20,4.4 ,€23.99/month,Unlimited subscription,1 hour
False,IT & Computer Science,2 weeks,Hosting Simple Web Applications Using Amazon Lightsail,AWS Training and Certification,,,€23.99/month,Unlimited subscription,4 hours
False,Teaching,3 weeks,Measuring What Matters: Transforming Assessment and Recognition of Complex Learning Competencies,The University of Melbourne ,6,5.0 ,Free,Digital upgrade,3 hours
False,IT & Computer Science,2 weeks,Test Automation Frameworks with Selenium WebDriver and Python,Packt,,,€79,Premium course,3 hours
False,IT & Computer Science,5 weeks,Introduction to Bash Script Automation,Packt,,,€79,Premium course,3 hours
False,Teaching,3 weeks,Exploring Inclusive Pedagogies,British Council,74,4.9 ,Free,Digital upgrade,4 hours
False,Business & Management,3 weeks,Advanced Data Visualisation and Analysis in Excel,Packt,,,€74,Premium course,3 hours
True,Business & Management,4 weeks,Introduction to Cultural Intelligence,The University of Adelaide,5,4.6 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,4 weeks,Special Diets: Cooking for Allergies and Intolerances with BBC Good Food,BBC Good Food,,,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,2 weeks,Introduction to Fashion Brand Marketing and Retailing,Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Psychology & Mental Health,4 weeks,Social Psychology: Employee and Customer Behaviour,FutureLearn,,,€23.99/month,Unlimited subscription,2 hours
False,Teaching,4 weeks,How to Teach English Pronunciation,Language Fuel ,6,4.5 ,€14,Premium course,1 hour
False,Creative Arts & Media,2 weeks,Introduction to Fashion Marketing and Research,Bloomsbury Publishing,,,€79,Premium course,2 hours
False,Creative Arts & Media,3 weeks,Product Design and Manufacturing Processes in the Fashion Industry,Bloomsbury Publishing,,,€74,Premium course,2 hours
False,Healthcare & Medicine,4 weeks,Healthy Vegan Cooking with BBC Good Food,BBC Good Food,,,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,2 weeks,Infant Nutrition: from Breastfeeding to Baby's First Solids,Deakin University,81,4.8 ,€23.99/month,Unlimited subscription,3 hours
True,Language,3 weeks,Introduction to the Chinese Language,Universiti Malaya,,,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,4 weeks,Careers in Fashion: Trend Forecasting and Textile Design,Bloomsbury Publishing,,,€74,Premium course,2 hours
False,Healthcare & Medicine,3 weeks,"Fibre, Fermentation & the Gut with BBC Good Food",BBC Good Food,5,4.2 ,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,4 weeks,Fashion Technology: A Beginner’s Guide to CLO 3D,University for the Creative Arts,,,€23.99/month,Unlimited subscription,5 hours
False,Psychology & Mental Health,3 weeks,Cognitive Psychology: Employee and Customer Behaviour,FutureLearn,,,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,4 weeks,Finding the Body’s Balance: Understanding Homeostasis,Whitireia New Zealand,,,€14,Premium course,3 hours
False,Healthcare & Medicine,2 weeks,Caring for Older People: a Partnership Model,Deakin University,82,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,4 weeks,"Careers in Fashion: Styling, Curatorship, and the Ancillary Businesses",Bloomsbury Publishing,,,€74,Premium course,2 hours
False,Creative Arts & Media,2 weeks,Business Law and the Fashion Industry,Bloomsbury Publishing,,,€74,Premium course,2 hours
False,Nature & Environment,3 weeks,Building Products and Chemistry,Parsons School of Design,,,€36/month,Part of ExpertTrack,3 hours
